-------------------------------------------------------------------------------------------,,,,,,,,
1969,1,1969.0411,324,323.98,323.92,323.88,324,323.98
1969,2,1969.126,324.42,323.79,324.67,324.03,324.42,323.79
1969,3,1969.2027,325.63,324.31,325.5,324.16,325.63,324.31
1969,4,1969.2877,326.66,324.26,326.72,324.3,326.66,324.26
1969,5,1969.3699,327.38,324.49,327.33,324.44,327.38,324.49
1969,6,1969.4548,326.7,324.51,326.74,324.57,326.7,324.51
1969,7,1969.537,325.88,325.16,325.38,324.69,325.88,325.16
1969,8,1969.6219,323.66,324.96,323.47,324.8,323.66,324.96
1969,9,1969.7068,322.38,325.36,321.91,324.9,322.38,325.36
1969,10,1969.789,321.78,324.87,321.91,324.99,321.78,324.87
1969,11,1969.874,322.85,324.8,323.15,325.08,322.85,324.8
1969,12,1969.9562,324.12,324.92,324.37,325.16,324.12,324.92
1970,1,1970.0411,325.06,325.04,325.27,325.24,325.06,325.04
1970,2,1970.126,325.98,325.35,325.96,325.32,325.98,325.35
1970,3,1970.2027,326.93,325.6,326.74,325.39,326.93,325.6
1970,4,1970.2877,328.14,325.73,327.9,325.47,328.14,325.73
1970,5,1970.3699,328.08,325.17,328.45,325.55,328.08,325.17
1970,6,1970.4548,327.67,325.46,327.81,325.63,327.67,325.46
1970,7,1970.537,326.34,325.62,326.39,325.7,326.34,325.62
1970,8,1970.6219,324.69,325.98,324.44,325.77,324.69,325.98
1970,9,1970.7068,323.1,326.09,322.83,325.83,323.1,326.09
1970,10,1970.789,323.07,326.17,322.79,325.88,323.07,326.17
1970,11,1970.874,324.01,325.96,323.99,325.93,324.01,325.96
1970,12,1970.9562,325.13,325.94,325.18,325.97,325.13,325.94
1971,1,1971.0411,326.17,326.15,326.04,326.01,326.17,326.15
1971,2,1971.126,326.68,326.05,326.69,326.04,326.68,326.05
1971,3,1971.2027,327.17,325.84,327.43,326.08,327.17,325.84
1971,4,1971.2877,327.79,325.37,328.56,326.13,327.79,325.37
1971,5,1971.3699,328.92,326.01,329.1,326.19,328.92,326.01
1971,6,1971.4548,328.57,326.36,328.45,326.26,328.57,326.36
1971,7,1971.537,327.36,326.64,327.02,326.33,327.36,326.64
1971,8,1971.6219,325.43,326.73,325.06,326.4,325.43,326.73
1971,9,1971.7068,323.36,326.36,323.45,326.47,323.36,326.36
1971,10,1971.789,323.57,326.68,323.44,326.54,323.57,326.68
1971,11,1971.874,324.8,326.76,324.68,326.62,324.8,326.76
1971,12,1971.9562,326.01,326.83,325.9,326.69,326.01,326.83
1972,1,1972.041,326.77,326.75,326.81,326.78,326.77,326.75
1972,2,1972.1257,327.63,327,327.52,326.87,327.63,327
1972,3,1972.2049,327.75,326.39,328.35,326.97,327.75,326.39
1972,4,1972.2896,329.73,327.28,329.55,327.09,329.73,327.28
1972,5,1972.3716,330.07,327.15,330.14,327.22,330.07,327.15
1972,6,1972.4563,329.09,326.89,329.54,327.37,329.09,326.89
1972,7,1972.5383,328.04,327.35,328.2,327.53,328.04,327.35
1972,8,1972.623,326.32,327.65,326.34,327.71,326.32,327.65
1972,9,1972.7077,324.84,327.86,324.86,327.9,324.84,327.86
1972,10,1972.7896,325.2,328.32,324.99,328.1,325.2,328.32
1972,11,1972.8743,326.5,328.46,326.36,328.3,326.5,328.46
1972,12,1972.9563,327.55,328.37,327.71,328.5,327.55,328.37
1973,1,1973.0411,328.55,328.52,328.75,328.71,328.55,328.52
1973,2,1973.126,329.56,328.92,329.57,328.92,329.56,328.92
1973,3,1973.2027,330.3,328.96,330.47,329.11,330.3,328.96
1973,4,1973.2877,331.5,329.07,331.75,329.3,331.5,329.07
1973,5,1973.3699,332.48,329.55,332.41,329.48,332.48,329.55
1973,6,1973.4548,332.07,329.85,331.85,329.64,332.07,329.85
1973,7,1973.537,330.87,330.14,330.47,329.78,330.87,330.14
1973,8,1973.6219,329.31,330.62,328.54,329.88,329.31,330.62
1973,9,1973.7068,327.51,330.54,326.92,329.96,327.51,330.54
1973,10,1973.789,327.18,330.32,326.89,330.01,327.18,330.32
1973,11,1973.874,328.16,330.14,328.09,330.05,328.16,330.14
1973,12,1973.9562,328.64,329.46,329.27,330.07,328.64,329.46
1974,1,1974.0411,329.35,329.33,330.12,330.09,329.35,329.33
1974,2,1974.126,330.71,330.06,330.76,330.11,330.71,330.06
1974,3,1974.2027,331.48,330.13,331.5,330.14,331.48,330.13
1974,4,1974.2877,332.65,330.21,332.63,330.17,332.65,330.21
1974,5,1974.3699,333.09,330.14,333.15,330.21,333.09,330.14
1974,6,1974.4548,332.25,330.02,332.47,330.25,332.25,330.02
1974,7,1974.537,331.18,330.45,331,330.3,331.18,330.45
1974,8,1974.6219,329.39,330.71,329,330.35,329.39,330.71
1974,9,1974.7068,327.43,330.46,327.36,330.4,327.43,330.46
1974,10,1974.789,327.37,330.52,327.32,330.46,327.37,330.52
1974,11,1974.874,328.46,330.44,328.55,330.51,328.46,330.44
1974,12,1974.9562,329.57,330.39,329.77,330.58,329.57,330.39
1975,1,1975.0411,330.4,330.38,330.69,330.65,330.4,330.38
1975,2,1975.126,331.4,330.76,331.38,330.73,331.4,330.76
1975,3,1975.2027,332.04,330.68,332.18,330.81,332.04,330.68
1975,4,1975.2877,333.31,330.86,333.37,330.91,333.31,330.86
1975,5,1975.3699,333.97,331.01,333.96,331,333.97,331.01
1975,6,1975.4548,333.6,331.36,333.32,331.1,333.6,331.36
1975,7,1975.537,331.9,331.17,331.9,331.2,331.9,331.17
1975,8,1975.6219,330.06,331.38,329.94,331.29,330.06,331.38
1975,9,1975.7068,328.56,331.6,328.33,331.39,328.56,331.6
1975,10,1975.789,328.34,331.5,328.32,331.47,328.34,331.5
1975,11,1975.874,329.49,331.48,329.59,331.56,329.49,331.48
1975,12,1975.9562,330.76,331.59,330.83,331.64,330.76,331.59
1976,1,1976.041,331.75,331.72,331.75,331.72,331.75,331.72
1976,2,1976.1257,332.56,331.92,332.45,331.8,332.56,331.92
1976,3,1976.2049,333.5,332.11,333.27,331.87,333.5,332.11
1976,4,1976.2896,334.58,332.1,334.45,331.95,334.58,332.1
1976,5,1976.3716,334.88,331.91,334.98,332.02,334.88,331.91
1976,6,1976.4563,334.34,332.11,334.31,332.1,334.34,332.11
1976,7,1976.5383,333.05,332.34,332.87,332.19,333.05,332.34
1976,8,1976.623,330.94,332.29,330.89,332.28,330.94,332.29
1976,9,1976.7077,329.3,332.37,329.3,332.38,329.3,332.37
1976,10,1976.7896,328.94,332.11,329.34,332.49,328.94,332.11
1976,11,1976.8743,330.31,332.3,330.65,332.62,330.31,332.3
1976,12,1976.9563,331.68,332.51,331.96,332.76,331.68,332.51
1977,1,1977.0411,332.93,332.9,332.96,332.93,332.93,332.9
1977,2,1977.126,333.42,332.77,333.76,333.1,333.42,332.77
1977,3,1977.2027,334.7,333.34,334.64,333.27,334.7,333.34
1977,4,1977.2877,336.07,333.6,335.94,333.45,336.07,333.6
1977,5,1977.3699,336.75,333.77,336.61,333.63,336.75,333.77
1977,6,1977.4548,336.27,334.01,336.05,333.82,336.27,334.01
1977,7,1977.537,334.92,334.18,334.69,333.98,334.92,334.18
1977,8,1977.6219,332.75,334.08,332.79,334.15,332.75,334.08
1977,9,1977.7068,331.59,334.66,331.23,334.31,331.59,334.66
1977,10,1977.789,331.16,334.34,331.29,334.46,331.16,334.34
1977,11,1977.874,332.4,334.41,332.62,334.6,332.4,334.41
1977,12,1977.9562,333.85,334.68,333.92,334.74,333.85,334.68
1978,1,1978.0411,334.97,334.94,334.91,334.87,334.97,334.94
1978,2,1978.126,335.38,334.73,335.67,335.01,335.38,334.73
1978,3,1978.2027,336.64,335.27,336.51,335.13,336.64,335.27
1978,4,1978.2877,337.76,335.28,337.75,335.25,337.76,335.28
1978,5,1978.3699,338.01,335.02,338.36,335.37,338.01,335.02
1978,6,1978.4548,337.89,335.63,337.73,335.49,337.89,335.63
1978,7,1978.537,336.54,335.8,336.31,335.59,336.54,335.8
1978,8,1978.6219,334.68,336.02,334.33,335.7,334.68,336.02
1978,9,1978.7068,332.76,335.84,332.7,335.79,332.76,335.84
1978,10,1978.789,332.55,335.74,332.71,335.89,332.55,335.74
1978,11,1978.874,333.92,335.93,333.99,335.98,333.92,335.93
1978,12,1978.9562,334.95,335.78,335.26,336.08,334.95,335.78
1979,1,1979.0411,336.23,336.2,336.22,336.19,336.23,336.2
1979,2,1979.126,336.76,336.1,336.96,336.3,336.76,336.1
1979,3,1979.2027,337.96,336.59,337.8,336.41,337.96,336.59
1979,4,1979.2877,338.88,336.4,339.04,336.53,338.88,336.4
1979,5,1979.3699,339.47,336.47,339.66,336.66,339.47,336.47
1979,6,1979.4548,339.29,337.02,339.05,336.8,339.29,337.02
1979,7,1979.537,337.73,336.99,337.64,336.93,337.73,336.99
1979,8,1979.6219,336.08,337.43,335.7,337.07,336.08,337.43
1979,9,1979.7068,333.92,337,334.11,337.22,333.92,337
1979,10,1979.789,333.86,337.07,334.17,337.36,333.86,337.07
1979,11,1979.874,335.29,337.31,335.52,337.52,335.29,337.31
1979,12,1979.9562,336.73,337.56,336.86,337.68,336.73,337.56
1980,1,1980.041,338.01,337.99,337.88,337.85,338.01,337.99
1980,2,1980.1257,338.36,337.7,338.68,338.01,338.36,337.7
1980,3,1980.2049,340.07,338.67,339.59,338.17,340.07,338.67
1980,4,1980.2896,340.77,338.25,340.87,338.33,340.77,338.25
1980,5,1980.3716,341.47,338.46,341.49,338.48,341.47,338.46
1980,6,1980.4563,341.17,338.91,340.87,338.63,341.17,338.91
1980,7,1980.5383,339.56,338.84,339.45,338.76,339.56,338.84
1980,8,1980.623,337.6,338.97,337.49,338.89,337.6,338.97
1980,9,1980.7077,335.88,338.99,335.89,339.02,335.88,338.99
1980,10,1980.7896,336.02,339.23,335.93,339.13,336.02,339.23
1980,11,1980.8743,337.1,339.12,337.24,339.24,337.1,339.12
1980,12,1980.9563,338.21,339.05,338.52,339.34,338.21,339.05
1981,1,1981.0411,339.24,339.21,339.48,339.44,339.24,339.21
1981,2,1981.126,340.48,339.82,340.21,339.54,340.48,339.82
1981,3,1981.2027,341.38,340,341.03,339.63,341.38,340
1981,4,1981.2877,342.51,340,342.24,339.72,342.51,340
1981,5,1981.3699,342.91,339.89,342.82,339.8,342.91,339.89
1981,6,1981.4548,342.25,339.96,342.15,339.89,342.25,339.96
1981,7,1981.537,340.49,339.74,340.69,339.97,340.49,339.74
1981,8,1981.6219,338.43,339.78,338.67,340.06,338.43,339.78
1981,9,1981.7068,336.69,339.8,337.03,340.16,336.69,339.8
1981,10,1981.789,336.86,340.08,337.05,340.26,336.86,340.08
1981,11,1981.874,338.36,340.39,338.36,340.37,338.36,340.39
1981,12,1981.9562,339.61,340.45,339.66,340.48,339.61,340.45
1982,1,1982.0411,340.75,340.73,340.63,340.59,340.75,340.73
1982,2,1982.126,341.61,340.95,341.37,340.7,341.61,340.95
1982,3,1982.2027,342.7,341.31,342.19,340.79,342.7,341.31
1982,4,1982.2877,343.57,341.06,343.41,340.88,343.57,341.06
1982,5,1982.3699,344.14,341.11,343.99,340.96,344.14,341.11
1982,6,1982.4548,343.35,341.05,343.31,341.04,343.35,341.05
1982,7,1982.537,342.06,341.31,341.83,341.11,342.06,341.31
1982,8,1982.6219,339.81,341.17,339.8,341.19,339.81,341.17
1982,9,1982.7068,337.98,341.1,338.14,341.27,337.98,341.1
1982,10,1982.789,337.86,341.1,338.14,341.37,337.86,341.1
1982,11,1982.874,339.26,341.3,339.47,341.48,339.26,341.3
1982,12,1982.9562,340.49,341.33,340.79,341.61,340.49,341.33
1983,1,1983.0411,341.38,341.35,341.8,341.77,341.38,341.35
1983,2,1983.126,342.52,341.86,342.61,341.94,342.52,341.86
1983,3,1983.2027,343.1,341.71,343.52,342.11,343.1,341.71
1983,4,1983.2877,344.94,342.42,344.84,342.3,344.94,342.42
1983,5,1983.3699,345.76,342.72,345.53,342.49,345.76,342.72
1983,6,1983.4548,345.32,343.01,344.97,342.68,345.32,343.01
1983,7,1983.537,343.98,343.23,343.59,342.86,343.98,343.23
1983,8,1983.6219,342.38,343.74,341.64,343.03,342.38,343.74
1983,9,1983.7068,339.87,342.99,340.05,343.19,339.87,342.99
1983,10,1983.789,339.99,343.24,340.1,343.34,339.99,343.24
1983,11,1983.874,341.15,343.2,341.46,343.49,341.15,343.2
1983,12,1983.9562,342.99,343.84,342.79,343.62,342.99,343.84
1984,1,1984.041,343.7,343.67,343.8,343.76,343.7,343.67
1984,2,1984.1257,344.5,343.84,344.56,343.89,344.5,343.84
1984,3,1984.2049,345.28,343.86,345.45,344.01,345.28,343.86
1984,4,1984.2896,347.06,344.51,346.71,344.14,347.06,344.51
1984,5,1984.3716,347.43,344.38,347.31,344.26,347.43,344.38
1984,6,1984.4563,346.8,344.5,346.65,344.38,346.8,344.5
1984,7,1984.5383,345.39,344.67,345.2,344.5,345.39,344.67
1984,8,1984.623,343.28,344.67,343.19,344.62,343.28,344.67
1984,9,1984.7077,341.07,344.23,341.57,344.74,341.07,344.23
1984,10,1984.7896,341.35,344.6,341.62,344.86,341.35,344.6
1984,11,1984.8743,342.98,345.03,342.96,344.99,342.98,345.03
1984,12,1984.9563,344.22,345.07,344.29,345.12,344.22,345.07
1985,1,1985.0411,344.97,344.94,345.29,345.25,344.97,344.94
1985,2,1985.126,345.99,345.33,346.06,345.38,345.99,345.33
1985,3,1985.2027,347.42,346.02,346.92,345.5,347.42,346.02
1985,4,1985.2877,348.35,345.81,348.18,345.62,348.35,345.81
1985,5,1985.3699,348.93,345.87,348.79,345.73,348.93,345.87
1985,6,1985.4548,348.25,345.93,348.13,345.83,348.25,345.93
1985,7,1985.537,346.56,345.8,346.65,345.92,346.56,345.8
1985,8,1985.6219,344.68,346.04,344.61,346.01,344.68,346.04
1985,9,1985.7068,343.09,346.24,342.93,346.1,343.09,346.24
1985,10,1985.789,342.8,346.07,342.93,346.19,342.8,346.07
1985,11,1985.874,344.24,346.3,344.24,346.28,344.24,346.3
1985,12,1985.9562,345.56,346.41,345.53,346.37,345.56,346.41
1986,1,1986.0411,346.3,346.27,346.51,346.47,346.3,346.27
1986,2,1986.126,346.95,346.28,347.26,346.58,346.95,346.28
1986,3,1986.2027,347.85,346.45,348.11,346.68,347.85,346.45
1986,4,1986.2877,349.55,347.01,349.37,346.81,349.55,347.01
1986,5,1986.3699,350.21,347.14,350,346.93,350.21,347.14
1986,6,1986.4548,349.55,347.22,349.36,347.06,349.55,347.22
1986,7,1986.537,347.94,347.18,347.91,347.18,347.94,347.18
1986,8,1986.6219,345.9,347.27,345.9,347.31,345.9,347.27
1986,9,1986.7068,344.85,348.01,344.26,347.44,344.85,348.01
1986,10,1986.789,344.17,347.45,344.29,347.56,344.17,347.45
1986,11,1986.874,345.66,347.73,345.65,347.69,345.66,347.73
1986,12,1986.9562,346.9,347.75,346.99,347.82,346.9,347.75
1987,1,1987.0411,348.02,348,348.01,347.97,348.02,348
1987,2,1987.126,348.48,347.8,348.81,348.13,348.48,347.8
1987,3,1987.2027,349.41,348,349.71,348.28,349.41,348
1987,4,1987.2877,350.99,348.43,351.03,348.46,350.99,348.43
1987,5,1987.3699,351.85,348.76,351.73,348.65,351.85,348.76
1987,6,1987.4548,351.26,348.92,351.17,348.85,351.26,348.92
1987,7,1987.537,349.51,348.75,349.79,349.05,349.51,348.75
1987,8,1987.6219,348.1,349.47,347.86,349.27,348.1,349.47
1987,9,1987.7068,346.45,349.62,346.31,349.5,346.45,349.62
1987,10,1987.789,346.36,349.65,346.43,349.71,346.36,349.65
1987,11,1987.874,347.81,349.88,347.89,349.94,347.81,349.88
1987,12,1987.9562,348.96,349.82,349.32,350.16,348.96,349.82
1988,1,1988.041,350.43,350.41,350.42,350.39,350.43,350.41
1988,2,1988.1257,351.73,351.06,351.29,350.61,351.73,351.06
1988,3,1988.2049,352.22,350.78,352.27,350.81,352.22,350.78
1988,4,1988.2896,353.59,351,353.62,351.02,353.59,351
1988,5,1988.3716,354.22,351.13,354.3,351.21,354.22,351.13
1988,6,1988.4563,353.79,351.47,353.7,351.4,353.79,351.47
1988,7,1988.5383,352.38,351.64,352.28,351.57,352.38,351.64
1988,8,1988.623,350.43,351.84,350.29,351.74,350.43,351.84
1988,9,1988.7077,348.73,351.92,348.68,351.89,348.73,351.92
1988,10,1988.7896,348.88,352.18,348.74,352.03,348.88,352.18
1988,11,1988.8743,350.07,352.14,350.1,352.16,350.07,352.14
1988,12,1988.9563,351.34,352.2,351.43,352.28,351.34,352.2
1989,1,1989.0411,352.76,352.73,352.43,352.39,352.76,352.73
1989,2,1989.126,353.07,352.39,353.18,352.5,353.07,352.39
1989,3,1989.2027,353.68,352.26,354.03,352.59,353.68,352.26
1989,4,1989.2877,355.42,352.85,355.28,352.69,355.42,352.85
1989,5,1989.3699,355.67,352.57,355.89,352.79,355.67,352.57
1989,6,1989.4548,355.12,352.77,355.22,352.88,355.12,352.77
1989,7,1989.537,353.9,353.13,353.72,352.98,353.9,353.13
1989,8,1989.6219,351.67,353.06,351.65,353.08,351.67,353.06
1989,9,1989.7068,349.8,353,349.96,353.18,349.8,353
1989,10,1989.789,349.99,353.3,349.97,353.27,349.99,353.3
1989,11,1989.874,351.29,353.38,351.31,353.37,351.29,353.38
1989,12,1989.9562,352.52,353.39,352.63,353.47,352.52,353.39
1990,1,1990.0411,353.66,353.64,353.61,353.57,353.66,353.64
1990,2,1990.126,354.7,354.02,354.37,353.68,354.7,354.02
1990,3,1990.2027,355.38,353.96,355.21,353.77,355.38,353.96
1990,4,1990.2877,356.2,353.62,356.47,353.87,356.2,353.62
1990,5,1990.3699,357.16,354.05,357.08,353.97,357.16,354.05
1990,6,1990.4548,356.23,353.87,356.42,354.09,356.23,353.87
1990,7,1990.537,354.81,354.04,354.95,354.2,354.81,354.04
1990,8,1990.6219,352.91,354.3,352.91,354.34,352.91,354.3
1990,9,1990.7068,350.96,354.17,351.26,354.48,350.96,354.17
1990,10,1990.789,351.18,354.5,351.31,354.62,351.18,354.5
1990,11,1990.874,352.83,354.93,352.7,354.78,352.83,354.93
1990,12,1990.9562,354.21,355.08,354.07,354.92,354.21,355.08
1991,1,1991.0411,354.72,354.7,355.11,355.07,354.72,354.7
1991,2,1991.126,355.75,355.07,355.91,355.22,355.75,355.07
1991,3,1991.2027,357.16,355.73,356.78,355.33,357.16,355.73
1991,4,1991.2877,358.6,356.01,358.06,355.45,358.6,356.01
1991,5,1991.3699,359.34,356.21,358.66,355.54,359.34,356.21
1991,6,1991.4548,358.24,355.87,357.97,355.62,358.24,355.87
1991,7,1991.537,356.17,355.4,356.43,355.68,356.17,355.4
1991,8,1991.6219,354.02,355.41,354.31,355.74,354.02,355.41
1991,9,1991.7068,352.15,355.37,352.56,355.79,352.15,355.37
1991,10,1991.789,352.21,355.55,352.53,355.85,352.21,355.55
1991,11,1991.874,353.75,355.85,353.84,355.92,353.75,355.85
1991,12,1991.9562,354.99,355.86,355.13,355.99,354.99,355.86
1992,1,1992.041,355.99,355.96,356.1,356.06,355.99,355.96
1992,2,1992.1257,356.72,356.04,356.82,356.13,356.72,356.04
1992,3,1992.2049,357.81,356.35,357.67,356.2,357.81,356.35
1992,4,1992.2896,359.15,356.53,358.9,356.26,359.15,356.53
1992,5,1992.3716,359.66,356.53,359.44,356.31,359.66,356.53
1992,6,1992.4563,359.25,356.9,358.69,356.36,359.25,356.9
1992,7,1992.5383,357.02,356.27,357.11,356.39,357.02,356.27
1992,8,1992.623,355,356.43,354.96,356.43,355,356.43
1992,9,1992.7077,353.01,356.24,353.2,356.46,353.01,356.24
1992,10,1992.7896,353.31,356.65,353.16,356.49,353.31,356.65
1992,11,1992.8743,354.16,356.27,354.44,356.52,354.16,356.27
1992,12,1992.9563,355.4,356.27,355.71,356.57,355.4,356.27
1993,1,1993.0411,356.7,356.68,356.66,356.62,356.7,356.68
1993,2,1993.126,357.16,356.48,357.37,356.68,357.16,356.48
1993,3,1993.2027,358.38,356.94,358.2,356.74,358.38,356.94
1993,4,1993.2877,359.46,356.85,359.44,356.81,359.46,356.85
1993,5,1993.3699,360.28,357.13,360.04,356.89,360.28,357.13
1993,6,1993.4548,359.6,357.21,359.35,356.98,359.6,357.21
1993,7,1993.537,357.57,356.79,357.83,357.08,357.57,356.79
1993,8,1993.6219,355.52,356.93,355.75,357.19,355.52,356.93
1993,9,1993.7068,353.69,356.93,354.07,357.32,353.69,356.93
1993,10,1993.789,353.99,357.35,354.11,357.46,353.99,357.35
1993,11,1993.874,355.33,357.45,355.52,357.61,355.33,357.45
